book_id,title,author_id,genre,publish_year,isbn,pages,language
11536,Guide to Life 136,533,Romance,2018,9780000011536,405,Tamil
11537,The Love 660,353,Comics,2014,9780000011537,462,English
11538,Introduction to Science 527,374,Science,1999,9780000011538,821,Bengali
11539,A Future 570,301,Self-Help,1992,9780000011539,334,Tamil
11540,Introduction to Life 268,168,Non-Fiction,1993,9780000011540,371,Tamil
11541,A Algorithms 954,137,Business,1994,9780000011541,379,Kannada
11542,Tales of India 448,137,Technology,2008,9780000011542,299,Oriya
11543,A Algorithms 770,452,Technology,1999,9780000011543,698,Telugu
11544,Guide to Data 364,99,Romance,1993,9780000011544,309,Oriya
11545,An Business 74,768,Romance,1998,9780000011545,859,Telugu
11546,Chronicles of Business 738,903,Mystery,2003,9780000011546,888,Kannada
11547,Chronicles of Success 669,836,Science,2017,9780000011547,701,Telugu
11548,Secrets of India 7,870,Fantasy,2000,9780000011548,247,Kannada
11549,The Love 248,792,Fiction,2010,9780000011549,318,Telugu
11550,Secrets of Future 361,794,History,1993,9780000011550,811,Telugu
11551,An Future 302,697,Biography,1994,9780000011551,727,Telugu
11552,The Design 322,334,History,2006,9780000011552,583,English
11553,Tales of Business 408,917,Thriller,2006,9780000011553,535,English
11554,Introduction to Business 612,184,Romance,1995,9780000011554,418,Bengali
11555,Mastering Data 597,205,Mystery,2015,9780000011555,629,English
11556,A Science 290,968,Fantasy,2001,9780000011556,367,English
11557,Guide to Dreams 829,901,Children,2005,9780000011557,189,English
11558,The Design 601,966,Fantasy,2012,9780000011558,242,English
11559,An Life 952,295,Biography,1992,9780000011559,676,Bengali
11560,Mastering Business 882,325,Biography,2019,9780000011560,340,Bengali
11561,Tales of Data 681,211,Technology,2018,9780000011561,379,Hindi
11562,Mastering Design 885,776,Fiction,2007,9780000011562,467,Kannada
11563,Tales of Dreams 589,476,Romance,1990,9780000011563,268,English
11564,A Dreams 502,78,Science,2015,9780000011564,594,Tamil
11565,Mastering Business 342,928,History,2002,9780000011565,525,Kannada
11566,Mastering Business 38,858,Biography,2015,9780000011566,243,Bengali
11567,An India 823,324,Mystery,2004,9780000011567,304,Telugu
11568,Guide to Success 74,81,History,2017,9780000011568,136,Tamil
11569,Tales of Success 973,554,Non-Fiction,2014,9780000011569,293,Tamil
11570,An Business 179,116,Thriller,1997,9780000011570,528,Telugu
11571,Tales of Design 552,23,Biography,1995,9780000011571,102,Kannada
11572,Tales of Business 940,259,Mystery,2021,9780000011572,850,Tamil
11573,Guide to Time 240,283,Non-Fiction,1991,9780000011573,556,Oriya
11574,Secrets of History 494,498,Health,1995,9780000011574,872,Hindi
11575,A India 143,649,Science,1999,9780000011575,213,Bengali
11576,Mastering Data 755,801,Self-Help,1993,9780000011576,315,Kannada
11577,Introduction to History 80,34,Thriller,2018,9780000011577,176,Bengali
11578,Introduction to Success 783,785,Thriller,1991,9780000011578,409,Oriya
11579,Chronicles of Love 394,444,Fantasy,2011,9780000011579,651,Bengali
11580,Introduction to Science 818,307,Fantasy,2016,9780000011580,459,Kannada
11581,A Science 315,646,Thriller,2017,9780000011581,838,Hindi
11582,An Data 833,484,Business,1999,9780000011582,687,Hindi
11583,Guide to Innovation 393,624,Romance,1995,9780000011583,726,Telugu
11584,Introduction to India 573,810,Mystery,2022,9780000011584,660,Bengali
11585,Tales of Love 762,152,Non-Fiction,1993,9780000011585,108,Hindi
11586,Introduction to Innovation 645,606,Fantasy,1995,9780000011586,453,Kannada
11587,A Algorithms 337,180,Technology,2024,9780000011587,673,Hindi
11588,Chronicles of Data 155,209,Non-Fiction,1999,9780000011588,201,Oriya
11589,An Data 860,279,Fantasy,2000,9780000011589,546,Telugu
11590,The Business 603,56,Thriller,2009,9780000011590,248,Telugu
11591,The Algorithms 899,880,Children,2015,9780000011591,436,Hindi
11592,Mastering Future 166,748,Mystery,1998,9780000011592,646,Kannada
11593,The Time 721,223,Thriller,1998,9780000011593,628,Tamil
11594,Introduction to Algorithms 408,869,Technology,1997,9780000011594,831,English
11595,Introduction to Success 202,177,Fantasy,2015,9780000011595,637,Tamil
11596,Guide to India 162,343,Technology,2003,9780000011596,391,English
11597,Mastering Time 352,995,Children,1994,9780000011597,582,English
11598,The Time 695,625,Children,1993,9780000011598,833,Hindi
11599,A Time 536,102,Fantasy,2005,9780000011599,180,Bengali
11600,A Dreams 556,627,Romance,2016,9780000011600,377,Telugu
11601,A Future 755,323,Romance,1999,9780000011601,407,Bengali
11602,Tales of Algorithms 262,798,Biography,2005,9780000011602,220,Oriya
11603,Introduction to Innovation 669,204,Fiction,2010,9780000011603,514,Telugu
11604,Mastering India 478,321,Technology,2005,9780000011604,234,Tamil
11605,Secrets of Science 172,10,Thriller,2012,9780000011605,716,Tamil
11606,Mastering Dreams 469,268,Health,2004,9780000011606,300,Tamil
11607,A Life 326,278,Children,1998,9780000011607,343,Bengali
11608,Secrets of Time 319,722,Science,2021,9780000011608,217,Telugu
11609,An Future 319,322,Health,2006,9780000011609,419,Bengali
11610,Tales of Time 675,775,Science,1992,9780000011610,738,Bengali
11611,Tales of Dreams 639,403,Fiction,1991,9780000011611,484,Hindi
11612,Secrets of Design 671,236,Children,1993,9780000011612,536,English
11613,Tales of Dreams 594,535,Fiction,1998,9780000011613,141,Tamil
11614,Chronicles of History 744,582,Thriller,1990,9780000011614,664,Bengali
11615,An Mathematics 525,428,Science,2003,9780000011615,146,Tamil
11616,The Success 288,223,Science,1994,9780000011616,204,Kannada
11617,An Innovation 278,744,Technology,2024,9780000011617,349,Tamil
11618,Mastering Mathematics 226,315,Science,2019,9780000011618,215,English
11619,The Success 675,985,History,1996,9780000011619,881,Tamil
11620,Secrets of Dreams 558,773,Thriller,2020,9780000011620,369,English
11621,Introduction to Business 765,11,Business,2017,9780000011621,112,Bengali
11622,A Mathematics 258,152,Fantasy,2017,9780000011622,405,Tamil
11623,Tales of Future 840,129,Health,2024,9780000011623,831,Hindi
11624,Mastering Dreams 410,583,Business,2023,9780000011624,131,Hindi
11625,Guide to Love 817,845,Comics,2023,9780000011625,808,Kannada
11626,Mastering Business 641,989,Mystery,1993,9780000011626,638,English
11627,Secrets of Science 422,369,Biography,2010,9780000011627,559,Tamil
11628,A India 538,597,Fiction,2021,9780000011628,453,Oriya
11629,A Design 163,863,Fiction,2005,9780000011629,124,Oriya
11630,Introduction to Success 78,617,History,1991,9780000011630,775,Tamil
11631,Guide to Innovation 131,116,Comics,1999,9780000011631,222,Telugu
11632,The India 180,533,Fiction,2001,9780000011632,596,Kannada
11633,Mastering Success 795,16,Children,2024,9780000011633,544,Telugu
11634,Tales of India 556,150,Science,2018,9780000011634,418,Telugu
11635,An Innovation 732,445,Fantasy,1993,9780000011635,535,Kannada
11636,Guide to History 72,708,Science,2011,9780000011636,555,Telugu
11637,A Life 241,693,Biography,2014,9780000011637,855,Hindi
11638,The Dreams 885,272,Mystery,1999,9780000011638,326,Oriya
11639,Secrets of Innovation 196,436,Comics,1995,9780000011639,254,Bengali
11640,Tales of History 733,792,Thriller,2022,9780000011640,186,English
11641,A Algorithms 843,800,Children,1990,9780000011641,888,Oriya
11642,Mastering Time 863,744,Non-Fiction,2011,9780000011642,672,Oriya
11643,Tales of History 681,998,Self-Help,2008,9780000011643,274,Hindi
11644,An Love 730,766,Fantasy,2007,9780000011644,156,English
11645,A Dreams 171,409,Thriller,2012,9780000011645,239,Telugu
11646,Tales of Success 381,123,Romance,2017,9780000011646,747,Kannada
11647,A Love 973,903,History,2009,9780000011647,405,Oriya
11648,Guide to Future 393,858,Technology,1999,9780000011648,125,Kannada
11649,Secrets of Time 290,506,Technology,2022,9780000011649,559,Telugu
11650,The Data 575,206,Comics,1991,9780000011650,595,English
11651,An Dreams 114,421,Fantasy,2022,9780000011651,722,Tamil
11652,Tales of Life 402,495,Self-Help,2016,9780000011652,122,Hindi
11653,Guide to Success 907,289,Science,2022,9780000011653,772,Oriya
11654,A Success 992,7,Self-Help,2006,9780000011654,572,English
11655,An Algorithms 153,399,Health,1995,9780000011655,890,Telugu
11656,Tales of Dreams 505,162,Fantasy,1995,9780000011656,88,Telugu
11657,An Success 727,421,Romance,1990,9780000011657,205,Oriya
11658,Chronicles of Dreams 360,160,Mystery,2016,9780000011658,372,Tamil
11659,A Success 685,301,Health,1996,9780000011659,329,Tamil
11660,Introduction to Mathematics 859,555,History,2016,9780000011660,521,Tamil
11661,A Mathematics 718,510,Mystery,1993,9780000011661,97,English
11662,Guide to Algorithms 929,498,Romance,2002,9780000011662,249,Tamil
11663,Guide to Innovation 96,451,Self-Help,2018,9780000011663,796,Telugu
11664,A Mathematics 663,668,History,2019,9780000011664,407,Oriya
11665,Secrets of Data 937,561,Fantasy,1995,9780000011665,83,Oriya
11666,Mastering Design 666,400,Mystery,2017,9780000011666,180,Kannada
11667,Guide to Success 584,448,Fiction,2002,9780000011667,891,Kannada
11668,A India 833,521,Business,2010,9780000011668,569,Bengali
11669,Guide to Dreams 385,440,Business,2012,9780000011669,597,Hindi
11670,Guide to Future 862,812,Biography,2019,9780000011670,246,Oriya
11671,The Love 809,695,Biography,1991,9780000011671,845,English
11672,Secrets of Algorithms 565,963,Romance,2008,9780000011672,716,English
11673,Secrets of Love 732,322,Science,1992,9780000011673,388,Kannada
11674,Guide to Future 587,578,Technology,2013,9780000011674,708,Tamil
11675,Chronicles of Science 485,619,Biography,2021,9780000011675,305,Kannada
11676,An Future 831,371,History,2011,9780000011676,747,Kannada
11677,Guide to Innovation 353,289,Romance,1997,9780000011677,520,Kannada
11678,Secrets of Mathematics 230,715,Mystery,2001,9780000011678,233,Oriya
11679,Chronicles of Science 430,427,Business,1991,9780000011679,659,English
11680,Tales of Data 841,90,Biography,2007,9780000011680,535,Bengali
11681,The Algorithms 658,889,Non-Fiction,2002,9780000011681,579,Oriya
11682,Secrets of Life 692,414,Fiction,1995,9780000011682,348,Oriya
11683,An Algorithms 914,526,Fantasy,2009,9780000011683,639,Bengali
11684,Mastering Life 475,653,Business,2009,9780000011684,233,English
11685,Introduction to Love 994,833,Comics,2018,9780000011685,638,English
11686,A India 223,573,Mystery,2007,9780000011686,135,Tamil
11687,Tales of Innovation 115,254,Non-Fiction,1995,9780000011687,572,Tamil
11688,Mastering Life 940,171,Business,2018,9780000011688,500,Telugu
11689,Introduction to Dreams 222,689,Technology,2009,9780000011689,869,Tamil
11690,Introduction to Dreams 773,722,Fantasy,2005,9780000011690,714,Kannada
11691,Guide to Design 42,595,Children,2012,9780000011691,203,Hindi
11692,An Time 654,968,Thriller,2016,9780000011692,710,Oriya
11693,Mastering Future 802,793,Self-Help,2009,9780000011693,888,Oriya
11694,Guide to History 626,792,History,1992,9780000011694,302,Hindi
11695,A Time 358,123,Comics,2000,9780000011695,319,Tamil
11696,Tales of Life 175,654,Health,2011,9780000011696,273,Oriya
11697,A Science 428,814,History,2020,9780000011697,178,Hindi
11698,Secrets of Future 309,468,Thriller,2012,9780000011698,686,Tamil
11699,Chronicles of Algorithms 902,57,Thriller,2021,9780000011699,683,Bengali
11700,Mastering Time 653,243,Business,1996,9780000011700,194,Telugu
11701,Guide to Success 374,200,Non-Fiction,2012,9780000011701,818,Kannada
11702,Mastering India 308,122,Science,2004,9780000011702,708,Telugu
11703,A Innovation 86,845,Non-Fiction,2023,9780000011703,373,Oriya
11704,Mastering Time 825,793,Fantasy,2001,9780000011704,862,Hindi
11705,An Data 187,106,Technology,2002,9780000011705,270,English
11706,Tales of Life 40,819,Business,1995,9780000011706,489,Telugu
11707,Guide to Time 836,174,Romance,2009,9780000011707,476,Kannada
11708,Guide to Algorithms 350,5,Biography,2003,9780000011708,806,English
11709,Guide to Future 351,23,Thriller,2023,9780000011709,145,Bengali
11710,A Science 764,721,Thriller,1994,9780000011710,504,Bengali
11711,The Data 709,204,Thriller,2016,9780000011711,466,Telugu
11712,A Business 877,265,Children,2013,9780000011712,246,Oriya
11713,An Innovation 339,525,Fiction,2022,9780000011713,715,English
11714,Secrets of History 907,434,Biography,1991,9780000011714,341,Telugu
11715,Tales of Innovation 265,1,Self-Help,1990,9780000011715,332,Kannada
11716,A Life 380,231,Health,2024,9780000011716,495,English
11717,Guide to Design 496,77,Comics,2008,9780000011717,828,Hindi
11718,A Data 56,718,Romance,1991,9780000011718,743,Kannada
11719,Secrets of Success 464,228,Comics,1998,9780000011719,350,Oriya
11720,Secrets of Dreams 531,329,Science,1999,9780000011720,637,Tamil
11721,Introduction to Love 640,106,Biography,2003,9780000011721,101,Tamil
11722,Mastering Future 169,140,Children,2016,9780000011722,420,English
11723,The Mathematics 791,838,Mystery,2004,9780000011723,466,Hindi
11724,Guide to Mathematics 635,445,Fantasy,2018,9780000011724,324,Kannada
11725,The Data 22,159,Fantasy,2002,9780000011725,453,English
11726,Mastering Science 316,95,Children,1999,9780000011726,862,Telugu
11727,Chronicles of Love 395,83,Mystery,2006,9780000011727,886,Kannada
11728,Secrets of Mathematics 324,191,Fiction,2017,9780000011728,216,Kannada
11729,Chronicles of Business 302,507,Technology,2014,9780000011729,481,Oriya
11730,A Mathematics 890,646,Technology,1992,9780000011730,702,Telugu
11731,Mastering Innovation 859,889,Fiction,1995,9780000011731,570,Oriya
11732,Chronicles of Love 172,621,Technology,2018,9780000011732,410,English
11733,The Mathematics 919,202,Mystery,2017,9780000011733,717,Telugu
11734,A Love 11,437,Thriller,2024,9780000011734,424,English
11735,A Dreams 703,553,Fantasy,2011,9780000011735,190,English
11736,A Algorithms 828,929,Romance,2019,9780000011736,709,Oriya
11737,The Success 175,682,History,2002,9780000011737,246,Telugu
11738,A India 99,776,Biography,1998,9780000011738,431,Tamil
11739,An Love 245,804,Health,2018,9780000011739,152,English
11740,Secrets of India 901,107,Business,2020,9780000011740,798,Tamil
11741,Mastering History 541,745,History,2018,9780000011741,97,Tamil
11742,Secrets of Life 302,876,History,1999,9780000011742,425,Kannada
11743,Guide to Time 397,662,Science,2011,9780000011743,660,Tamil
11744,Guide to Science 493,112,Technology,1997,9780000011744,811,Oriya
11745,A Algorithms 825,67,Fiction,1991,9780000011745,758,Bengali
11746,The Life 707,489,Technology,1992,9780000011746,686,Bengali
11747,An Future 383,640,Technology,1994,9780000011747,814,Oriya
11748,Secrets of Science 137,781,Health,2006,9780000011748,602,Oriya
11749,Mastering India 324,498,Thriller,2007,9780000011749,841,Kannada
11750,An History 496,281,History,2021,9780000011750,601,Telugu
11751,The Design 29,490,Science,2010,9780000011751,822,Telugu
11752,Chronicles of Dreams 833,92,Mystery,2004,9780000011752,302,Bengali
11753,Secrets of Future 290,955,Health,2014,9780000011753,98,Kannada
11754,Secrets of Future 242,681,Children,1992,9780000011754,585,Oriya
11755,The Love 811,785,Fiction,2021,9780000011755,792,Oriya
11756,Mastering Life 480,941,Technology,2014,9780000011756,218,Bengali
11757,Mastering Business 179,939,Non-Fiction,1997,9780000011757,659,Hindi
11758,Tales of Time 635,244,Technology,2010,9780000011758,509,Tamil
11759,Introduction to India 640,856,Health,1993,9780000011759,486,Oriya
11760,A Dreams 407,113,Children,1998,9780000011760,649,Bengali
11761,Introduction to Innovation 196,751,Mystery,2011,9780000011761,594,Hindi
11762,Mastering Science 382,567,Fantasy,2006,9780000011762,615,Tamil
11763,Tales of Love 7,374,History,2019,9780000011763,512,English
11764,Secrets of Time 181,85,Children,2014,9780000011764,325,Hindi
11765,The Business 374,826,Fiction,2023,9780000011765,285,Bengali
11766,Guide to India 309,838,Science,1994,9780000011766,190,Bengali
11767,Tales of India 207,808,Science,2018,9780000011767,560,Hindi
11768,Guide to Mathematics 447,9,Business,1992,9780000011768,185,English
11769,An Time 76,752,Non-Fiction,2023,9780000011769,817,Oriya
11770,The Dreams 877,466,Self-Help,2021,9780000011770,664,Bengali
11771,Guide to Success 530,312,Comics,2013,9780000011771,595,Kannada
11772,Tales of Mathematics 203,176,Mystery,2010,9780000011772,513,Kannada
11773,Tales of Time 761,406,Science,2015,9780000011773,456,Kannada
11774,Tales of Success 866,287,Technology,1995,9780000011774,337,Hindi
11775,A Science 34,846,History,2005,9780000011775,207,English
11776,A Success 608,300,Children,2001,9780000011776,80,Hindi
11777,Mastering Innovation 154,63,Business,1993,9780000011777,569,Hindi
11778,Mastering Life 633,832,Thriller,2020,9780000011778,396,Tamil
11779,A Mathematics 772,695,Comics,2022,9780000011779,501,Kannada
11780,Introduction to Love 548,840,Thriller,2023,9780000011780,159,Hindi
11781,An Algorithms 177,371,Health,1990,9780000011781,685,Telugu
11782,Guide to Mathematics 786,120,Comics,2010,9780000011782,109,Hindi
11783,Tales of Business 766,580,Children,1997,9780000011783,583,Kannada
11784,Guide to Future 85,674,Health,2008,9780000011784,99,Oriya
11785,Tales of Data 374,404,Business,1995,9780000011785,454,Telugu
11786,An Time 272,678,Science,2017,9780000011786,644,Bengali
11787,Secrets of Data 376,837,Technology,2012,9780000011787,859,Hindi
11788,The India 340,154,Thriller,1997,9780000011788,340,Hindi
11789,An Science 56,926,Thriller,1990,9780000011789,419,Hindi
11790,Secrets of Life 499,492,Business,2015,9780000011790,645,English
11791,Guide to Success 77,570,Health,1990,9780000011791,422,English
11792,A Future 433,230,Science,1998,9780000011792,550,English
11793,Secrets of Love 121,25,Self-Help,1992,9780000011793,854,Telugu
11794,Tales of Data 707,448,Biography,2004,9780000011794,410,Hindi
11795,An Science 420,184,Comics,2023,9780000011795,278,Tamil
11796,Chronicles of Design 426,333,Self-Help,2012,9780000011796,583,Kannada
11797,Secrets of Innovation 163,660,Romance,1995,9780000011797,371,Hindi
11798,The Success 239,103,History,2007,9780000011798,502,English
11799,A India 39,719,Biography,2001,9780000011799,677,Tamil
11800,Tales of Dreams 299,901,Thriller,1993,9780000011800,539,Kannada
11801,Mastering Science 320,131,Self-Help,2011,9780000011801,290,Telugu
11802,Guide to History 728,54,Comics,2024,9780000011802,372,Oriya
11803,Secrets of Life 938,994,Self-Help,2003,9780000011803,561,Telugu
11804,Guide to Science 790,570,Technology,1995,9780000011804,658,Bengali
11805,Mastering Algorithms 41,945,Romance,1998,9780000011805,811,Tamil
11806,Guide to Innovation 276,341,Fantasy,2005,9780000011806,354,Tamil
11807,An Innovation 961,700,Fantasy,1997,9780000011807,238,Telugu
11808,A Innovation 169,78,Technology,2018,9780000011808,764,Kannada
11809,Secrets of Future 48,545,Science,2012,9780000011809,643,English
11810,Tales of Success 860,374,Children,1993,9780000011810,896,Telugu
11811,A Dreams 52,100,Fantasy,2022,9780000011811,622,Telugu
11812,An India 616,231,Biography,2004,9780000011812,482,Hindi
11813,Guide to India 831,28,Non-Fiction,1991,9780000011813,158,Oriya
11814,Introduction to Innovation 309,420,Non-Fiction,2021,9780000011814,384,Oriya
11815,Introduction to Business 642,601,Technology,2000,9780000011815,804,Kannada
11816,The Future 489,532,Comics,2004,9780000011816,330,Oriya
11817,Introduction to Time 882,400,Children,2024,9780000011817,459,Bengali
11818,The Future 207,863,Children,2011,9780000011818,251,Hindi
11819,Mastering Success 268,177,Health,1997,9780000011819,259,Bengali
11820,Introduction to Mathematics 285,559,Biography,2000,9780000011820,519,Bengali
11821,Secrets of Success 50,240,History,2015,9780000011821,252,Kannada
11822,Guide to Data 399,119,Thriller,2011,9780000011822,230,Tamil
11823,Chronicles of Mathematics 326,286,History,1992,9780000011823,688,Tamil
11824,Mastering Time 817,676,Health,2004,9780000011824,618,Oriya
11825,Guide to Love 933,179,Health,2024,9780000011825,290,Telugu
11826,Mastering Data 524,221,History,2009,9780000011826,645,English
11827,Mastering Business 46,646,Comics,2010,9780000011827,537,Hindi
11828,Introduction to Innovation 484,724,History,2003,9780000011828,402,Kannada
11829,An Life 975,300,Fiction,1995,9780000011829,784,Oriya
11830,Tales of Mathematics 907,540,Science,2007,9780000011830,160,Hindi
11831,An Future 550,396,Biography,2002,9780000011831,345,Bengali
11832,Tales of Life 734,962,Non-Fiction,1990,9780000011832,151,Oriya
11833,A Love 107,665,Thriller,2002,9780000011833,870,Hindi
11834,Chronicles of India 449,290,Science,2006,9780000011834,596,Telugu
11835,Secrets of History 953,733,Fiction,2020,9780000011835,855,Tamil
11836,The India 234,177,Self-Help,2013,9780000011836,177,Tamil
11837,Secrets of Algorithms 944,915,Thriller,2015,9780000011837,301,Kannada
11838,Chronicles of Innovation 834,571,Fantasy,2005,9780000011838,98,Kannada
11839,A Life 362,892,Technology,1994,9780000011839,187,Bengali
11840,Tales of Success 467,224,Biography,1991,9780000011840,170,English
11841,Tales of Mathematics 366,143,History,2021,9780000011841,788,Hindi
11842,Secrets of Business 482,299,Children,2009,9780000011842,808,Kannada
11843,A Design 594,295,Business,2023,9780000011843,125,Telugu
11844,Mastering Future 396,666,Non-Fiction,2003,9780000011844,575,Hindi
11845,A Time 406,612,Comics,1998,9780000011845,679,English
11846,Secrets of Life 269,242,Business,2001,9780000011846,638,Oriya
11847,Secrets of Science 105,599,Health,1991,9780000011847,880,Bengali
11848,The Business 633,104,Science,2017,9780000011848,536,Tamil
11849,An Success 601,715,Biography,1996,9780000011849,709,Bengali
11850,Guide to Data 621,898,Thriller,2016,9780000011850,293,Tamil
11851,An Dreams 96,421,Science,2022,9780000011851,611,Kannada
11852,The Business 234,497,Mystery,2002,9780000011852,136,Tamil
11853,Mastering Life 3,165,Romance,2020,9780000011853,274,Bengali
11854,Introduction to Mathematics 997,573,Science,2006,9780000011854,744,Tamil
11855,An Success 718,937,Non-Fiction,1995,9780000011855,828,English
11856,Secrets of Life 815,178,History,1997,9780000011856,225,English
11857,Secrets of Success 751,91,Self-Help,1999,9780000011857,180,English
11858,A Business 442,98,Self-Help,2005,9780000011858,417,Tamil
11859,The History 860,595,Romance,2010,9780000011859,437,Telugu
11860,Guide to Science 646,103,Business,1994,9780000011860,749,Hindi
11861,Secrets of Data 243,832,Romance,2000,9780000011861,205,English
11862,Guide to Time 474,745,Mystery,2024,9780000011862,778,Telugu
11863,Tales of Algorithms 393,956,Fiction,2001,9780000011863,273,Hindi
11864,The Science 676,434,Fiction,2014,9780000011864,130,English
11865,A Business 183,951,Children,2011,9780000011865,85,Hindi
11866,Introduction to Mathematics 933,841,Mystery,2022,9780000011866,296,Bengali
11867,A Life 869,204,Comics,1996,9780000011867,221,Oriya
11868,The India 238,243,Mystery,2020,9780000011868,330,Oriya
11869,An Life 654,647,Romance,2000,9780000011869,315,Hindi
11870,Secrets of Life 334,151,Biography,2019,9780000011870,201,Kannada
11871,A Mathematics 699,511,Self-Help,2016,9780000011871,137,English
11872,Guide to Business 795,804,Health,2020,9780000011872,769,Telugu
11873,The Dreams 904,582,Biography,2022,9780000011873,318,Kannada
11874,Guide to Innovation 735,825,Science,1999,9780000011874,475,Oriya
11875,Tales of Time 852,219,Thriller,1998,9780000011875,99,English
11876,Chronicles of Business 55,688,Health,2012,9780000011876,488,English
11877,Guide to Business 434,122,Children,2012,9780000011877,665,English
11878,A Love 910,474,Comics,2022,9780000011878,864,Hindi
11879,Guide to Dreams 702,352,Thriller,1993,9780000011879,312,Kannada
11880,Mastering Business 122,944,Non-Fiction,1992,9780000011880,505,Kannada
11881,A Design 920,618,Romance,2004,9780000011881,408,Telugu
11882,The Mathematics 334,309,Self-Help,2006,9780000011882,661,Oriya
11883,Chronicles of Business 428,698,Biography,1995,9780000011883,574,Kannada
11884,Guide to Algorithms 65,883,Business,2019,9780000011884,593,English
11885,A Design 369,683,Self-Help,2024,9780000011885,162,Telugu
11886,Guide to Time 748,651,Business,2007,9780000011886,591,Tamil
11887,A Time 597,863,Fiction,2013,9780000011887,398,Bengali
11888,The Design 661,106,Science,2006,9780000011888,158,Kannada
11889,Mastering Innovation 69,362,Science,2017,9780000011889,81,Oriya
11890,Tales of Algorithms 240,645,Fiction,2019,9780000011890,102,Oriya
11891,A Business 313,436,Biography,2023,9780000011891,463,Oriya
11892,The Science 633,972,Business,2021,9780000011892,845,Oriya
11893,Introduction to Mathematics 202,533,Children,2004,9780000011893,593,Bengali
11894,The Innovation 606,33,History,2018,9780000011894,694,Tamil
11895,Tales of Love 912,352,Business,2018,9780000011895,742,Kannada
11896,The Dreams 212,37,Thriller,1996,9780000011896,414,English
11897,An Life 670,310,Business,2013,9780000011897,406,Oriya
11898,An Success 133,195,Children,1998,9780000011898,897,Kannada
11899,The Dreams 485,853,Health,1997,9780000011899,229,Telugu
11900,Guide to Data 496,156,Non-Fiction,2008,9780000011900,839,Tamil
11901,A India 924,317,Thriller,2004,9780000011901,357,English
11902,Introduction to India 769,114,Biography,1991,9780000011902,498,Hindi
11903,Secrets of Design 98,671,Romance,2004,9780000011903,825,English
11904,The Innovation 640,8,Children,2001,9780000011904,457,Tamil
11905,The Dreams 39,11,Romance,1991,9780000011905,626,Bengali
11906,Secrets of Life 67,712,History,2006,9780000011906,515,Tamil
11907,Guide to Success 22,100,Self-Help,1990,9780000011907,614,Kannada
11908,Chronicles of Algorithms 573,421,History,2013,9780000011908,88,Hindi
11909,Tales of Innovation 569,207,Comics,2015,9780000011909,678,Telugu
11910,Tales of Future 301,476,Business,2015,9780000011910,580,Oriya
11911,Guide to India 518,845,Technology,2021,9780000011911,720,Oriya
11912,Chronicles of Mathematics 744,538,History,2001,9780000011912,635,Telugu
11913,Introduction to Time 954,395,Romance,2015,9780000011913,725,Telugu
11914,Mastering History 949,941,Business,2003,9780000011914,519,Kannada
11915,Tales of Science 981,242,Business,2015,9780000011915,444,English
11916,A Life 960,398,Romance,2011,9780000011916,292,English
11917,An Time 346,154,Business,2011,9780000011917,699,Tamil
11918,Tales of Time 646,523,Comics,2010,9780000011918,268,Bengali
11919,Mastering Success 65,858,Fiction,1994,9780000011919,620,Telugu
11920,Secrets of Success 131,393,Technology,2024,9780000011920,732,Tamil
11921,Guide to Business 691,656,Mystery,2012,9780000011921,526,English
11922,Guide to India 968,70,Comics,2022,9780000011922,389,Oriya
11923,Guide to Algorithms 825,364,Non-Fiction,2022,9780000011923,247,Bengali
11924,Secrets of Life 671,377,History,2005,9780000011924,437,Kannada
11925,An India 199,825,Fiction,1995,9780000011925,623,Telugu
11926,An Life 892,819,History,2000,9780000011926,126,Tamil
11927,Introduction to Success 789,962,Mystery,1990,9780000011927,88,Tamil
11928,Mastering Innovation 970,20,Health,2015,9780000011928,798,Tamil
11929,Tales of Love 252,430,Non-Fiction,2023,9780000011929,125,Bengali
11930,Secrets of Future 552,509,Non-Fiction,1990,9780000011930,457,Hindi
11931,Chronicles of Innovation 33,581,Fiction,1992,9780000011931,468,Tamil
11932,The Dreams 531,709,Fiction,1991,9780000011932,204,Kannada
11933,Chronicles of Design 553,406,Science,1994,9780000011933,178,Oriya
11934,Tales of Innovation 219,891,Fantasy,1990,9780000011934,691,Oriya
11935,Chronicles of Science 603,362,Technology,2003,9780000011935,317,Kannada
11936,Tales of Design 893,751,Business,2009,9780000011936,545,Hindi
11937,An Design 503,168,Children,2013,9780000011937,209,Telugu
11938,Chronicles of Success 181,622,Romance,2018,9780000011938,359,Telugu
11939,Guide to Life 483,242,Thriller,2013,9780000011939,707,Bengali
11940,Mastering Success 882,983,Romance,1995,9780000011940,779,Oriya
11941,Tales of Mathematics 955,841,Fantasy,1997,9780000011941,144,Telugu
11942,The Science 597,877,Biography,2021,9780000011942,245,Oriya
11943,An Future 330,232,Fiction,1991,9780000011943,498,Bengali
11944,A Design 355,590,Non-Fiction,2002,9780000011944,456,Bengali
11945,The Life 484,182,Fantasy,2021,9780000011945,608,Bengali
11946,Tales of Life 794,721,Fantasy,2014,9780000011946,223,Tamil
11947,Guide to Future 307,600,Thriller,2005,9780000011947,212,Kannada
11948,An Business 848,960,Children,2014,9780000011948,103,Telugu
11949,Guide to Life 117,554,Self-Help,2012,9780000011949,771,English
11950,Secrets of Algorithms 339,809,Business,1990,9780000011950,516,Kannada
11951,Introduction to Algorithms 676,301,History,2016,9780000011951,354,Tamil
